run,method,method_name,track,scope,map,level,seed,episode,result,JEV_usd,GPT6_usd,total_usd,game_seconds,wall_seconds,cost_basis
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2s_vs_1sc/jev,jev_gpt6,JEV + GPT-6,micro,main,2s_vs_1sc,,,2,loss,0.008765358000000001,0.06152,0.07028535799999999,16.071,22.515,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2s_vs_1sc/jev,jev_gpt6,JEV + GPT-6,micro,main,2s_vs_1sc,,,3,loss,0.008886234,0.06152,0.070406234,16.071,19.578,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/so_many_baneling/jev,jev_only,JEV-only,micro,main,so_many_baneling,,,1,loss,0.023550576,0.0,0.023550576,6.071,24.016,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/so_many_baneling/jev,jev_only,JEV-only,micro,main,so_many_baneling,,,2,loss,0.023056152000000003,0.0,0.023056152000000003,6.071,9.453,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/so_many_baneling/jev,jev_only,JEV-only,micro,main,so_many_baneling,,,3,loss,0.024158190000000003,0.0,0.024158190000000003,6.429,9.782,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/so_many_baneling/jev,jev_gpt6,JEV + GPT-6,micro,main,so_many_baneling,,,1,loss,0.022592052,0.17335333333333333,0.19594538533333333,7.5,62.125,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/so_many_baneling/jev,jev_gpt6,JEV + GPT-6,micro,main,so_many_baneling,,,2,loss,0.020538168000000002,0.17335333333333333,0.19389150133333333,5.714,9.625,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/so_many_baneling/jev,jev_gpt6,JEV + GPT-6,micro,main,so_many_baneling,,,3,loss,0.020318886,0.17335333333333333,0.19367221933333334,5.714,9.328,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/bane_vs_bane/jev-retry-20260922-003027-436916,jev_only,JEV-only,micro,main,bane_vs_bane,,,1,draw,0.07165804800000002,0.0,0.07165804800000002,14.286,43.281,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/bane_vs_bane/jev-retry-20260922-003027-436916,jev_only,JEV-only,micro,main,bane_vs_bane,,,2,win,0.059822406,0.0,0.059822406,7.143,18.359,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/bane_vs_bane/jev-retry-20260922-003027-436916,jev_only,JEV-only,micro,main,bane_vs_bane,,,3,draw,0.080038812,0.0,0.080038812,8.214,23.687,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/bane_vs_bane/jev-retry-20260922-201819-687502,jev_gpt6,JEV + GPT-6,micro,main,bane_vs_bane,,,1,win,0.06423748800000001,0.35339000000000004,0.41762748800000005,6.071,70.5,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/bane_vs_bane/jev-retry-20260922-201819-687502,jev_gpt6,JEV + GPT-6,micro,main,bane_vs_bane,,,2,loss,0.068154198,0.35339000000000004,0.42154419800000004,7.143,17.219,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/bane_vs_bane/jev-retry-20260922-201819-687502,jev_gpt6,JEV + GPT-6,micro,main,bane_vs_bane,,,3,loss,0.05210620800000001,0.35339000000000004,0.405496208,5.0,13.656,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/2c_vs_64zg/jev,jev_only,JEV-only,micro,main,2c_vs_64zg,,,1,loss,0.015409674000000002,0.0,0.015409674000000002,6.429,23.438,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/2c_vs_64zg/jev,jev_only,JEV-only,micro,main,2c_vs_64zg,,,2,loss,0.021663348000000002,0.0,0.021663348000000002,9.643,15.047,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/2c_vs_64zg/jev,jev_only,JEV-only,micro,main,2c_vs_64zg,,,3,loss,0.015102948,0.0,0.015102948,6.071,12.234,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2c_vs_64zg/jev,jev_gpt6,JEV + GPT-6,micro,main,2c_vs_64zg,,,1,loss,0.025634784000000004,0.11219,0.137824784,18.571,72.625,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2c_vs_64zg/jev,jev_gpt6,JEV + GPT-6,micro,main,2c_vs_64zg,,,2,win,0.02625504,0.11219,0.13844504,21.429,28.812,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2c_vs_64zg/jev,jev_gpt6,JEV + GPT-6,micro,main,2c_vs_64zg,,,3,loss,0.022451016,0.11219,0.134641016,13.929,19.578,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/2vr_vs_3sc/jev-retry-20260922-003154-123594,jev_only,JEV-only,micro,main,2vr_vs_3sc,,,1,loss,0.002613828,0.0,0.002613828,7.857,23.282,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/2vr_vs_3sc/jev-retry-20260922-003154-123594,jev_only,JEV-only,micro,main,2vr_vs_3sc,,,2,loss,0.00271719,0.0,0.00271719,8.214,10.407,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/2vr_vs_3sc/jev-retry-20260922-003154-123594,jev_only,JEV-only,micro,main,2vr_vs_3sc,,,3,loss,0.0025769520000000004,0.0,0.0025769520000000004,7.857,9.484,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2vr_vs_3sc/jev,jev_gpt6,JEV + GPT-6,micro,main,2vr_vs_3sc,,,1,loss,0.004725336,0.05836333333333333,0.06308866933333333,8.214,50.406,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2vr_vs_3sc/jev,jev_gpt6,JEV + GPT-6,micro,main,2vr_vs_3sc,,,2,loss,0.0047270160000000006,0.05836333333333333,0.06309034933333332,8.214,9.813,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/2vr_vs_3sc/jev,jev_gpt6,JEV + GPT-6,micro,main,2vr_vs_3sc,,,3,loss,0.004491648,0.05836333333333333,0.06285498133333332,7.857,9.36,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3hl_vs_24zl/jev,jev_only,JEV-only,micro,main,3hl_vs_24zl,,,1,loss,0.006836592000000001,0.0,0.006836592000000001,6.786,21.922,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3hl_vs_24zl/jev,jev_only,JEV-only,micro,main,3hl_vs_24zl,,,2,loss,0.006733356000000001,0.0,0.006733356000000001,6.786,9.312,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3hl_vs_24zl/jev,jev_only,JEV-only,micro,main,3hl_vs_24zl,,,3,loss,0.00637749,0.0,0.00637749,6.429,9.141,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3hl_vs_24zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3hl_vs_24zl,,,1,loss,0.008233092000000001,0.06417333333333333,0.07240642533333333,7.143,66.875,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3hl_vs_24zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3hl_vs_24zl,,,2,loss,0.00814926,0.06417333333333333,0.07232259333333334,7.143,9.484,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3hl_vs_24zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3hl_vs_24zl,,,3,loss,0.008628396,0.06417333333333333,0.07280172933333333,7.857,10.469,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3rp_vs_5zl/jev,jev_only,JEV-only,micro,main,3rp_vs_5zl,,,1,loss,0.004279674,0.0,0.004279674,9.643,25.438,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3rp_vs_5zl/jev,jev_only,JEV-only,micro,main,3rp_vs_5zl,,,2,loss,0.004369302,0.0,0.004369302,8.929,11.172,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3rp_vs_5zl/jev,jev_only,JEV-only,micro,main,3rp_vs_5zl,,,3,loss,0.0041026019999999995,0.0,0.0041026019999999995,10.0,12.391,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3rp_vs_5zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3rp_vs_5zl,,,1,loss,0.007162428000000001,0.07084,0.078002428,10.357,72.593,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3rp_vs_5zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3rp_vs_5zl,,,2,loss,0.004281564000000001,0.07084,0.075121564,5.0,6.25,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3rp_vs_5zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3rp_vs_5zl,,,3,loss,0.007551348000000001,0.07084,0.078391348,11.071,13.578,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3rp_vs_24zl/jev,jev_only,JEV-only,micro,main,3rp_vs_24zl,,,1,loss,0.0065757720000000006,0.0,0.0065757720000000006,5.0,20.0,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3rp_vs_24zl/jev,jev_only,JEV-only,micro,main,3rp_vs_24zl,,,2,loss,0.006632766000000001,0.0,0.006632766000000001,5.357,8.187,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3rp_vs_24zl/jev,jev_only,JEV-only,micro,main,3rp_vs_24zl,,,3,loss,0.007321734000000001,0.0,0.007321734000000001,5.357,7.797,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3rp_vs_24zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3rp_vs_24zl,,,1,loss,0.007055202,0.060296666666666665,0.06735186866666666,5.714,52.641,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3rp_vs_24zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3rp_vs_24zl,,,2,loss,0.007077336,0.060296666666666665,0.06737400266666667,5.714,7.562,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3rp_vs_24zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3rp_vs_24zl,,,3,loss,0.007111734000000001,0.060296666666666665,0.06740840066666666,5.714,7.657,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/7q_vs_2bc/jev,jev_only,JEV-only,micro,main,7q_vs_2bc,,,1,loss,0.016424352000000003,0.0,0.016424352000000003,23.571,44.375,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/7q_vs_2bc/jev,jev_only,JEV-only,micro,main,7q_vs_2bc,,,2,loss,0.015596112,0.0,0.015596112,21.786,29.328,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/7q_vs_2bc/jev,jev_only,JEV-only,micro,main,7q_vs_2bc,,,3,loss,0.015618750000000002,0.0,0.015618750000000002,21.786,29.14,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/7q_vs_2bc/jev,jev_gpt6,JEV + GPT-6,micro,main,7q_vs_2bc,,,1,loss,0.023441964,0.07152,0.094961964,22.143,81.172,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/7q_vs_2bc/jev,jev_gpt6,JEV + GPT-6,micro,main,7q_vs_2bc,,,2,loss,0.022800456000000004,0.07152,0.094320456,21.429,27.937,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/7q_vs_2bc/jev,jev_gpt6,JEV + GPT-6,micro,main,7q_vs_2bc,,,3,loss,0.022744764000000004,0.07152,0.094264764,21.429,27.703,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3st_vs_5zl/jev,jev_only,JEV-only,micro,main,3st_vs_5zl,,,1,loss,0.006947640000000001,0.0,0.006947640000000001,13.214,30.703,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3st_vs_5zl/jev,jev_only,JEV-only,micro,main,3st_vs_5zl,,,2,loss,0.006981618,0.0,0.006981618,12.857,16.984,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/3st_vs_5zl/jev,jev_only,JEV-only,micro,main,3st_vs_5zl,,,3,loss,0.00712614,0.0,0.00712614,13.214,17.828,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3st_vs_5zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3st_vs_5zl,,,1,loss,0.011946900000000002,0.07222666666666668,0.08417356666666667,14.286,70.61,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3st_vs_5zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3st_vs_5zl,,,2,loss,0.011514300000000002,0.07222666666666668,0.08374096666666668,13.214,16.282,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3st_vs_5zl/jev,jev_gpt6,JEV + GPT-6,micro,main,3st_vs_5zl,,,3,loss,0.011374734000000001,0.07222666666666668,0.08360140066666667,13.214,16.562,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/6m_vs_10m/jev,jev_only,JEV-only,micro,main,6m_vs_10m,,,1,loss,0.006142248,0.0,0.006142248,6.786,22.766,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/6m_vs_10m/jev,jev_only,JEV-only,micro,main,6m_vs_10m,,,2,loss,0.0062829059999999996,0.0,0.0062829059999999996,7.143,10.313,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/6m_vs_10m/jev,jev_only,JEV-only,micro,main,6m_vs_10m,,,3,loss,0.006209700000000001,0.0,0.006209700000000001,7.143,9.906,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/6m_vs_10m/jev,jev_gpt6,JEV + GPT-6,micro,main,6m_vs_10m,,,1,loss,0.012488826000000001,0.06901333333333333,0.08150215933333332,10.357,62.844,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/6m_vs_10m/jev,jev_gpt6,JEV + GPT-6,micro,main,6m_vs_10m,,,2,loss,0.012404238000000001,0.06901333333333333,0.08141757133333333,10.714,13.938,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/6m_vs_10m/jev,jev_gpt6,JEV + GPT-6,micro,main,6m_vs_10m,,,3,loss,0.011738538,0.06901333333333333,0.08075187133333334,9.643,12.469,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,jev_only,JEV-only,micro,main,mmmt_vs_zspi,,,1,loss,0.07332045000000001,0.0,0.07332045000000001,14.643,41.594,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,jev_only,JEV-only,micro,main,mmmt_vs_zspi,,,2,loss,0.071613696,0.0,0.071613696,14.643,42.359,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,jev_only,JEV-only,micro,main,mmmt_vs_zspi,,,3,loss,0.067148844,0.0,0.067148844,13.214,21.547,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt_vs_zspi,,,1,loss,0.095643072,0.11168,0.207323072,20.714,85.469,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt_vs_zspi,,,2,loss,0.086611224,0.11168,0.198291224,17.5,32.187,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt_vs_zspi,,,3,loss,0.08861777400000001,0.11168,0.200297774,17.857,30.609,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,jev_only,JEV-only,micro,main,unit_test,,,1,loss,0.0013213200000000002,0.0,0.0013213200000000002,3.571,17.969,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,jev_only,JEV-only,micro,main,unit_test,,,2,loss,0.0009689400000000001,0.0,0.0009689400000000001,3.214,3.625,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,jev_only,JEV-only,micro,main,unit_test,,,3,loss,0.0009691080000000001,0.0,0.0009691080000000001,3.214,3.704,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,jev_gpt6,JEV + GPT-6,micro,main,unit_test,,,1,loss,0.00260715,0.056600000000000004,0.05920715000000001,7.143,64.0,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,jev_gpt6,JEV + GPT-6,micro,main,unit_test,,,2,loss,0.0032065320000000002,0.056600000000000004,0.059806532,7.857,9.14,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,jev_gpt6,JEV + GPT-6,micro,main,unit_test,,,3,loss,0.0032090100000000004,0.056600000000000004,0.05980901,7.857,9.25,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,jev_only,JEV-only,micro,main,mmmt,,,1,loss,0.073416042,0.0,0.073416042,12.143,40.437,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,jev_only,JEV-only,micro,main,mmmt,,,2,loss,0.07002051000000001,0.0,0.07002051000000001,12.143,26.703,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,jev_only,JEV-only,micro,main,mmmt,,,3,loss,0.073890096,0.0,0.073890096,12.5,27.328,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt,,,1,win,0.11192596800000001,0.11021333333333333,0.22213930133333334,21.429,87.031,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt,,,2,win,0.12311607000000001,0.11021333333333333,0.23332940333333335,25.357,47.938,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt,,,3,loss,0.139178298,0.11021333333333333,0.24939163133333334,37.5,71.14,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,jev_only,JEV-only,micro,main,mmmt_vs_zhb,,,1,loss,0.17992464000000002,0.0,0.17992464000000002,12.5,59.547,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,jev_only,JEV-only,micro,main,mmmt_vs_zhb,,,2,loss,0.18155709600000003,0.0,0.18155709600000003,12.143,46.796,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,jev_only,JEV-only,micro,main,mmmt_vs_zhb,,,3,loss,0.13722693600000002,0.0,0.13722693600000002,11.429,37.078,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt_vs_zhb,,,1,loss,0.131272512,0.11159000000000001,0.24286251200000003,15.714,107.062,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt_vs_zhb,,,2,loss,0.126284424,0.11159000000000001,0.23787442400000003,14.643,36.031,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,jev_gpt6,JEV + GPT-6,micro,main,mmmt_vs_zhb,,,3,loss,0.13685032200000002,0.11159000000000001,0.24844032200000005,15.714,41.282,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,jev_only,JEV-only,micro,main,pvt_large,,,1,loss,0.7334326440000001,0.0,0.7334326440000001,47.5,193.343,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,jev_only,JEV-only,micro,main,pvt_large,,,2,loss,0.8037511020000001,0.0,0.8037511020000001,52.857,194.484,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,jev_only,JEV-only,micro,main,pvt_large,,,3,loss,0.7555800420000001,0.0,0.7555800420000001,52.143,184.547,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,jev_gpt6,JEV + GPT-6,micro,main,pvt_large,,,1,loss,1.180925256,0.20681000000000002,1.387735256,40.0,319.141,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,jev_gpt6,JEV + GPT-6,micro,main,pvt_large,,,2,loss,1.014473628,0.20681000000000002,1.221283628,41.786,211.781,episode JEV usage plus one third of shared map plan
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,jev_gpt6,JEV + GPT-6,micro,main,pvt_large,,,3,loss,1.044473682,0.20681000000000002,1.251283682,38.929,224.344,episode JEV usage plus one third of shared map plan
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,jev_only,JEV-only,macro,main,,2,1,1,Tie,0.10687412400000007,0.0,0.10687412400000007,1200.0,1239.8439999999973,complete game; known usage
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,jev_gpt6,JEV + GPT-6,macro,main,,5,1,1,Victory,0.1550859660000001,4.368259999999999,4.523345965999999,808.0357142857143,839.9219999999914,complete game; known usage
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-harder-001,jev_gpt6,JEV + GPT-6,macro,main,,6,1,1,Victory,0.11688944400000005,2.88845,3.005339444,648.75,678.125,complete game; known usage
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-veryhard-003,jev_gpt6,JEV + GPT-6,macro,main,,7,1,1,Victory,0.14485522799999984,2.6842499999999996,2.8291052279999995,767.9017857142858,805.9529999999941,complete game; known usage
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-veryhard-004,jev_gpt6,JEV + GPT-6,macro,main,,7,2,1,Victory,0.18288526200000013,4.30055,4.483435262,955.2232142857143,990.5620000000054,complete game; known usage
Large-Language-Models-play-StarCraftII/jev_runs/macro-v22-20260922-cheatvision-001,jev_gpt6,JEV + GPT-6,macro,stress,,8,1,1,Defeat,0.10291201199999996,2.9068400000000003,3.0097520120000003,613.8392857142858,642.625,complete game; known usage
