run,game_seconds,action,orders_submitted
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,988.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,989.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,990.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,991.4285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,992.3214285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,993.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,994.4642857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,995.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,996.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,997.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,998.9285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1000.0000000000001,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1001.2500000000001,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1002.1428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1003.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1004.2857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1005.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1006.4285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1007.6785714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1008.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1009.6428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1010.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1011.7857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1012.8571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1013.9285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1014.8214285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1016.2500000000001,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1017.1428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1018.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1019.1071428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1020.3571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1021.4285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1022.5000000000001,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1023.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1024.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1025.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1026.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1027.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1028.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1030.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1031.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1032.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1033.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1034.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1035.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1036.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1037.3214285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1038.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1039.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1040.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1041.7857142857144,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1042.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1043.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1045.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1046.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1047.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1048.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1049.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1050.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1051.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1052.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1053.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1054.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1055.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1056.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1057.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1058.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1060.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1061.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1062.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1063.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1064.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1065.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1066.25,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1067.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1068.392857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1069.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1070.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1071.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1072.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1073.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1074.8214285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1075.892857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1076.9642857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1078.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1079.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1080.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1081.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1082.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1083.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1084.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1085.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1086.607142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1087.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1088.75,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1090.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1091.25,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1092.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1093.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1094.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1095.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1096.607142857143,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1097.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1098.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1099.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1100.7142857142858,MULTI-ATTACK,12
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1101.7857142857144,MULTI-RETREAT,10
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1102.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1103.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1105.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1106.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1106.9642857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1108.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1109.107142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1110.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1111.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1112.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1113.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1114.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1115.892857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1116.9642857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1117.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1118.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1120.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1121.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1122.3214285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1123.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1124.107142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1125.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1126.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1127.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1128.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1129.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1130.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1131.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1132.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1133.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1135.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1136.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1137.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1138.0357142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1139.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1140.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1141.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1142.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1143.5714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1144.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1145.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1146.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1147.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1148.9285714285716,MULTI-ATTACK,10
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1149.8214285714287,MULTI-RETREAT,8
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1151.0714285714287,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1151.9642857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1153.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1154.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1155.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1156.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1157.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1158.392857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1159.8214285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1160.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1161.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1162.6785714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1164.107142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1165.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1166.25,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1167.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1168.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1169.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1170.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1171.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1172.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1173.75,MULTI-ATTACK,9
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1174.642857142857,MULTI-RETREAT,5
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1175.7142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1176.7857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1177.6785714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1178.75,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1180.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1181.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1182.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1183.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1184.4642857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1185.357142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1186.4285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1187.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1188.75,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1189.642857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1190.7142857142858,MULTI-ATTACK,9
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1191.9642857142858,MULTI-RETREAT,9
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1192.857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1193.9285714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1195.1785714285716,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1196.0714285714287,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1197.142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1198.2142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,1199.2857142857144,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,1.9642857142857144,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,2.678571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,3.7500000000000004,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,4.821428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,5.892857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,6.964285714285714,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,8.035714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,9.107142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,10.178571428571429,CHRONOBOOST NEXUS,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,13.035714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,13.928571428571429,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,15.535714285714286,SCOUTING PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,20.17857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,21.071428571428573,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,22.321428571428573,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,23.392857142857146,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,27.321428571428573,BUILD ASSIMILATOR,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,31.071428571428573,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,32.142857142857146,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,33.214285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,34.285714285714285,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,35.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,36.42857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,37.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,38.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,39.642857142857146,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,40.714285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,41.78571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,42.85714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,43.92857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,45.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,46.07142857142858,BUILD PYLON,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,47.142857142857146,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,48.214285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,49.28571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,50.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,51.60714285714286,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,52.5,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,53.57142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,54.642857142857146,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,55.714285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,56.964285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,57.85714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,58.92857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,60.00000000000001,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,61.07142857142858,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,62.142857142857146,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,63.214285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,64.28571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,65.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,66.42857142857143,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,67.32142857142857,CHRONOBOOST NEXUS,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,68.57142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,69.64285714285715,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,70.71428571428572,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,71.78571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,72.85714285714286,BUILD GATEWAY,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,73.92857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,75.0,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,76.07142857142857,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,77.14285714285715,TRAIN PROBE,1
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,79.28571428571429,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,80.35714285714286,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,81.42857142857143,EMPTY ACTION,0
Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,82.5,EMPTY ACTION,0
